Srno,Company,Timestamp,Title,Description
,Adani Enterprises,"29 Apr,2024, 03:19PM IST",Submission for interaction with investors,Submission for interaction with investors
,Adani Enterprises,"28 Apr 2024, 03:01PM IST",Q4 results this week: Adani group to lead as 211 companies will declare earnings,"With 211 companies announcing quarterly results this week, investors are particularly watching out for major names like Kotak Mahindra Bank, DMart, Ultratech Cement, Indian Oil, and many others across various industries."
,Adani Enterprises,"27 Apr,2024, 11:50PM IST",Submission of Media Release,Submission of Media Release
,Adani Enterprises,"27 Apr,2024, 04:53PM IST",Intimation for interaction with investors.,Intimation for interaction with investors.
,Adani Enterprises,"26 Apr 2024, 07:35PM IST",Adani arm completes 49% acquisition in Adani Esyasoft Smart Solutions,"Earlier reports said that the deal aims to pave the way for the development of smart solutions such as smart metering software, load forecasting, revenue maximisation, and other efficiency-based software products and solutions for utilities, both in India and globally. The agreement between these companies will see Adani and Esyasoft Holding have 49% and 51% shareholding, respectively, in Adani Esyasoft Smart Solutions Ltd."
,Adani Enterprises,"26 Apr,2024, 07:15PM IST","Intimation for Acquisition of 49% stake of Adani Esyasoft Smart Solutions Limited, Abu Dhabi, by Adani Global Limited, a WOS of the Company","Intimation for Acquisition of 49% stake of Adani Esyasoft Smart Solutions Limited, Abu Dhabi, by Adani Global Limited, a WOS of the Company"
,Adani Enterprises,"25 Apr,2024, 04:24PM IST","ADANI ENTERPRISES LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 02/05/2024 ,inter alia, to consider and approve Standalone and Consolidated Audited Financial Results of the Company for the quarter and year ended 31st March, 2024","ADANI ENTERPRISES LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 02/05/2024 ,inter alia, to consider and approve Standalone and Consolidated Audited Financial Results of the Company for the quarter and year ended 31st March, 2024"
,Adani Enterprises,"24 Apr 2024, 09:34AM IST",How GQG's $11 billion India empire is growing fast beyond Adani,"Rajiv Jain's GQG empire in India has expanded to $11 billion, diversifying beyond Adani stocks to include stocks from various sectors like energy, banks, real estate. The portfolio now comprises a wide range of stocks."
,Adani Enterprises,"24 Apr 2024, 01:03AM IST",NCLT admits insolvency resolution plea against listed infra firm Sadbhav Engineering,"“The applicant (SS Infra) has proved before us that the outstanding operational debt is more than rupees one crore, which is due to the applicant by the respondent and that the respondent (Sadbhav Engineering) has defaulted in payment,” said the division bench of judicial member Shammi Khan and technical member Sameer Kakar, in its order of April 22."
,Adani Enterprises,"23 Apr 2024, 06:25AM IST",GIFT Nifty up 10 points; here's the trading setup for today's session,"""This week, the US will be releasing GDP and core PCE data which will provide direction to the market while stock specific actions will be seen as we progress into the earnings season,"" said Siddhartha Khemka, Head - Retail Research, Motilal Oswal."
,Adani Enterprises,"23 Apr 2024, 06:20AM IST","Stocks in news: Tata Consumer, ICICI Pru, RIL, Adani Enterprises, Hero MotoCorp","Shares of Tata Consumer, ICICI Pru, Tata Elxsi, M&M Finance, 360 One Wam, MCX and Cyient DLM will be in focus as the companies will announce their fourth quarter results today."
,Adani Enterprises,"22 Apr 2024, 12:09AM IST",AdaniConneX in talks with banks to raise $900-950 million,"AdaniConneX secures $900-950 million loan from MUFG Bank for 1 GW data centre expansion in multiple Indian cities. The loan, with an interest rate above SOFR, aims to support Adani Group's venture into the data centre business."
,Adani Enterprises,"22 Apr 2024, 12:09AM IST",AdaniConneX in talks with banks to raise $900-950 million,"AdaniConneX secures $900-950 million loan from MUFG Bank for 1 GW data centre expansion in multiple Indian cities. The loan, with an interest rate above SOFR, aims to support Adani Group's venture into the data centre business."
,Adani Enterprises,"19 Apr,2024, 01:27PM IST",Intimation for interaction with Investor.,Intimation for interaction with Investor.
,Adani Enterprises,"18 Apr 2024, 01:47PM IST",Adani bull GQG spends another billion dollars on 6 stocks,"The latest shareholding pattern shows that GQG's ownership rose 202 basis points (bps) from 2.51% in December to 4.53% in the March quarter. In the case of Adani Power, the FII's stake rose from 1.33% to 5.2% sequentially."
,Adani Enterprises,"16 Apr,2024, 05:57PM IST","Intimation for incorporation of joint venture company  - KING POWER OSPREE PTE. LTD. in Singapore by Mumbai Travel Retail Private Limited, step down subsidiary.","Intimation for incorporation of joint venture company  - KING POWER OSPREE PTE. LTD. in Singapore by Mumbai Travel Retail Private Limited, step down subsidiary."
,Adani Enterprises,"16 Apr 2024, 09:56AM IST","FIIs increase stake in 6 Adani stocks, LIC makes smart profit in March quarter","FIIs increase stake in 6 Adani stocks, LIC sees smart profit. Adani Ports, Green Energy, Wilmar, Power, Total Gas, NDTV ownership rises. PSU insurer, Ahmedabad conglomerate, ACE Equity observed. Mutual funds, retail investors, Adani Energy affected. Tata, Ambuja Cements, Hindenburg, Cantor Fitzgerald mentioned."
,Adani Enterprises,"14 Apr 2024, 01:50PM IST","Value of LIC's investment in Adani stocks jumps 59% to Rs 61,210 crore in FY24","LIC, the state-owned insurance behemoth, has seen a 59 per cent rise in value of its investments in Adani group companies in 2023-24 fiscal year after the conglomerate made a smart recovery since being hammered by a damning short seller report."
,Adani Enterprises,"12 Apr,2024, 07:40PM IST","Intimation regarding entering into an agreement by Adani Global Limited, Mauritius (a WOS of the Company) for acquiring 49% stake of Adani Esyasoft Smart Solutions Limited, Abu Dhabi.","Intimation regarding entering into an agreement by Adani Global Limited, Mauritius (a WOS of the Company) for acquiring 49% stake of Adani Esyasoft Smart Solutions Limited, Abu Dhabi."
,Adani Enterprises,"11 Apr,2024, 10:56AM IST","Certificate Under 40(9) and 40(10) of SEBI (LODR) Regulations, 2015","Certificate Under 40(9) and 40(10) of SEBI (LODR) Regulations, 2015"
,Adani Enterprises,"10 Apr,2024, 07:15PM IST","Certificate Under Reg 7(3) of SEBI (LODR) Reg. 2015 for the year ended on 31st March, 2024","Certificate Under Reg 7(3) of SEBI (LODR) Reg. 2015 for the year ended on 31st March, 2024"
,Adani Enterprises,"09 Apr 2024, 10:31PM IST",Adani Group acquires 25 acres from Finolex in Pune to set up data center,"In February 2021, Adani Group’s flagship company Adani Enterprises entered a 50:50 joint venture with EdgeConneX to develop and operate data centers throughout India. The joint venture will focus on building a network of hyperscale data centers across the country, starting with Chennai, Navi Mumbai, Noida, Vizag, and Hyderabad markets."
,Adani Enterprises,"09 Apr 2024, 02:20PM IST","Metal stocks jump up to 11%; Hindustan Copper, Vedanta & others hit 52-week highs",Hindustan Copper soared 11% to hit its 52-week high of Rs 366.40 on the NSE. The stock traded amid significant volumes with over 4.80 crore shares changing hands on the NSE around 1:30 pm.
,Adani Enterprises,"07 Apr 2024, 11:10PM IST",Adani Green may invest nearly ?2 lakh cr in renewable energy,"Adani Green Energy plans significant investments to expand renewable energy capacities, targeting 45 GW by 2030, with a major focus on the Khavda project in Gujarat. Adani New Industries also aims for substantial growth in manufacturing capacities."
,Adani Enterprises,"07 Apr 2024, 11:10PM IST",Adani Green may invest nearly ?2 lakh cr in renewable energy,"Adani Green Energy plans significant investments to expand renewable energy capacities, targeting 45 GW by 2030, with a major focus on the Khavda project in Gujarat. Adani New Industries also aims for substantial growth in manufacturing capacities."
,Adani Enterprises,"07 Apr 2024, 02:34PM IST","Adani to invest Rs 2.3 lakh crore in renewable energy, manufacturing capacity","Adani Group to invest Rs 2.3 lakh crore by 2030 for renewable energy expansion. AGEL and ANIL lead in capacity increase and manufacturing. Overcoming challenges, the group aims for significant growth in the sector."
,Adani Enterprises,"01 Apr 2024, 05:51PM IST",All Adani group stocks in heavy demand; Adani Energy jumps over 8%,"All listed Adani group stocks were in the limelight on Monday, with Adani Energy climbing over 8 per cent, as investors flocked to the counters amid a positive trend in the broader market."
,Adani Enterprises,"01 Apr 2024, 03:05PM IST",Metal stocks fire on China data; Hindustan Copper surges 9%,"An official factory survey on Sunday revealed that China's manufacturing activity had expanded for the first time in six months in March. The world's largest producer and consumer of copper saw its most-traded May copper contract on the Shanghai Futures Exchange closing day-time trade 1.1% higher at 73,100 yuan ($10,110.79) per metric tonne."
,Adani Enterprises,"30 Mar,2024, 05:38PM IST","Update on proposed acquisition of Aviceda Infra Park Limited by AdaniConnex Private Limited, a joint venture company","Update on proposed acquisition of Aviceda Infra Park Limited by AdaniConnex Private Limited, a joint venture company"
,Adani Enterprises,"29 Mar,2024, 05:31PM IST",Intimation for Closure of Trading Window,Intimation for Closure of Trading Window
,Adani Enterprises,"29 Mar 2024, 10:46AM IST",Stupendous FY24 drives market cap of 25 cos by Rs 1 lakh crore; Zomato among them,"The unperturbed faith of retail investors, coupled with higher participation of both foreign investors and mutual funds led the strong performance and also drove the market capitalization."
,Adani Enterprises,"29 Mar 2024, 05:30AM IST",Ambani-Adani strategic collaboration: Reliance to acquire 26% stake in 600MW Mahan Energen power unit for Rs 50 crore,"Mahan Energen has agreed to allot 50 million equity shares of Rs 10 face value each to RIL at par, Reliance said in a regulatory filing. “The proposed investment by the company is in compliance with the provisions of the Electricity Rules, 2005,” it said. RIL did not disclose any specific purpose for signing the power purchase agreement."
,Adani Enterprises,"29 Mar 2024, 12:26AM IST",Adani makes metals debut as copper unit begins operations,"Adani Enterprises has inaugurated its first unit of the copper refinery at Mundra, Gujarat, through its subsidiary Kutch Copper, marking its entry into the metals sector. The company will invest $1.2 billion in the first phase of the project, which will have an annual capacity of 500,000 tonnes. The second phase will add another 500,000 tonnes, making it the world's largest single-location custom copper smelter upon completion. This initiative aligns with India's push for sustainability and self-reliance, creating thousands of direct and indirect jobs while aiming for the lowest carbon footprint in its class."
,Adani Enterprises,"28 Mar 2024, 11:05AM IST","Adani debuts in metal industry as Mundra's copper unit begins operations, co to invest $1.2 billion in first phase","Adani Enterprises' subsidiary, Kutch Copper, initiated operations for its copper refinery project at Mundra, marking Adani's foray into the metal industry. The $1.2 billion investment will set up a 0.5 MTPA copper smelter initially, scaling up to 1 MTPA over two phases, aiming to be the world's largest custom smelter"
,Adani Enterprises,"28 Mar,2024, 10:49AM IST",As per Attachment,As per Attachment
,Adani Enterprises,"26 Mar 2024, 10:31AM IST","GQG Partners' contra bet on Adani Group pays off as investment value doubles to Rs 35,000 cr in a year","Despite initial challenges, Adani Group's stocks saw significant growth post the Hindenburg report. Investments by GQG Partners, under Rajiv Jain's lead, doubled in value. The group's strategic decisions and market developments fueled this remarkable recovery."
,Adani Enterprises,"19 Mar,2024, 05:17PM IST",As per Attachment,As per Attachment
,Adani Enterprises,"19 Mar 2024, 03:51PM IST","Adani Green says aware of US probe into third party, denies relationship",Adani Green Energy has denied connection to U.S. anti-corruption probe involving a third party. Bloomberg had in a report said US was investigation into Adani entity's alleged payments to Indian officials. Adani Green stated there is no relationship with said party.
,Adani Enterprises,"19 Mar,2024, 03:33PM IST",Acquisition of Balance 49% Stake In Adani Green Technology Limited.,Acquisition of Balance 49% Stake In Adani Green Technology Limited.
,Adani Enterprises,"18 Mar,2024, 08:08PM IST","Clarification with regard to news item dated March 18, 2024","Clarification with regard to news item dated March 18, 2024"
,Adani LTD,"27 Apr,2024, 12:15PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"23 Apr,2024, 07:32PM IST",,"ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 02/05/2024 ,inter alia, to consider and approve Audited Financial Results for the quarter and year ended March 31, 2024 and recommendation of dividend, if any."
,Adani LTD,"23 Apr 2024, 09:11AM IST","Buy Adani Ports & Special Economic Zone, target price Rs 1590: Motilal Oswal","Adani Ports & Special Economic Zone Ltd., incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 285375.96 Crore) operating in Shipping sector."
,Adani LTD,"22 Apr 2024, 10:24AM IST",Share market update: Most active stocks of the day in terms of total traded value,The NSE Nifty index was trading 102.46 points up at 22249.45
,Adani LTD,"20 Apr,2024, 06:09PM IST",,Completion of tenure of Mrs. Nirupama Rao as an Independent Director.
,Adani LTD,"12 Apr,2024, 11:36AM IST",,"Compliance Certificate under Regulation 40(9) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015"
,Adani LTD,"10 Apr,2024, 11:06AM IST",,"Compliance Certificate under Regulation 7(3) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 for the year ended 31st March, 2024."
,Adani LTD,"08 Apr 2024, 05:06PM IST",Share market update: Most active stocks of the day in terms of traded value,The NSE Nifty index closed 152.6 points up at 22666.3
,Adani LTD,"08 Apr,2024, 11:38AM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"08 Apr 2024, 10:45AM IST",Share market update: Most active stocks of the day in terms of total traded value,The NSE Nifty index was trading 102.9 points up at 22616.6
,Adani LTD,"05 Apr,2024, 02:55PM IST",,"Certificate under Regulation 74(5) of the SEBI (Depository and Participants) Regulations, 2018."
,Adani LTD,"03 Apr,2024, 09:20PM IST",,Voting Results and Scrutinizer''s Report on Postal Ballot
,Adani LTD,"02 Apr,2024, 03:20PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"01 Apr,2024, 09:12AM IST",,"Media Release - APSEZ handles 420 MMT cargo globally, Domestic ports handle over 408 MMT"
,Adani LTD,"30 Mar,2024, 12:31PM IST",,Intimation for Closure of Trading Window
,Adani LTD,"28 Mar,2024, 06:14PM IST",,Allotment of Non-Cumulative Redeemable Preference Shares ("NCRPS") on private placement basis and redemption of existing outstanding NCRPS on maturity.
,Adani LTD,"27 Mar 2024, 01:27PM IST","Buy Adani Ports & Special Economic Zone, target price Rs 1,460: JM Financial","Adani Ports & Special Economic Zone key Products/Revenue Segments include Income from Port Services, Infrastructure Leasing Income, Other Operating Revenue for the year ending 31-Mar-2022."
,Adani LTD,"26 Mar,2024, 03:19AM IST",,Agreement for acquisition of 95% stake of Gopalpur Ports Limited
,Adani LTD,"20 Mar,2024, 10:11PM IST",,Updates on Credit Rating.
,Adani LTD,"19 Mar,2024, 03:51PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"18 Mar,2024, 10:27PM IST",,Media Release regarding "Adani Vizhinjam Port wins International Safety Awards"
,Adani LTD,"18 Mar,2024, 07:23PM IST",,"Clarification with regard to News Item dated March 18, 2024."
,Adani LTD,"18 Mar,2024, 05:33PM IST",,"The Exchange has sought clarification from Adani Ports and Special Economic Zone Ltd on March 18, 2024, with reference to news appeared in www.moneycontrol.com dated March 18, 2024 quoting ""All Adani stocks in red on report of US government widening probe"" The reply is awaited."
,Adani LTD,"18 Mar,2024, 08:15AM IST",,Closing of Arbitration proceedings of Adani Vizhinjam Port Private Limited
,Adani LTD,"16 Mar,2024, 03:21PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"12 Mar 2024, 10:29AM IST","Buy Adani Ports & Special Economic Zone, target price Rs 1600: Motilal Oswal","Adani Ports & Special Economic Zone Ltd., incorporated in the year 1998, is a Large Cap company (having a market cap of Rs 288227.34 Crore) operating in Shipping sector."
,Adani LTD,"11 Mar 2024, 05:30AM IST","Plan to invest ??60,000 cr in airport biz in next 10 years: Adani Ports MD","The Adani Group plans to invest ??60,000 crore over the next decade in its airport business, excluding the ??18,000 crore already invested in the first phase of the Navi Mumbai airport. The investment will focus on infrastructure like runways, terminals, and city-side amenities, funded through internal accruals. The group aims to transform its airports into major international hubs, anticipating a significant increase in international travel. Once profitable, the airport business will be listed. With eight airports, the group aims to cater to 250-300 million passengers by 2040, up from the current 73 million across seven operational airports."
,Adani LTD,"11 Mar 2024, 05:30AM IST","Plan to invest Rs 60,000 cr in airport biz in next 10 years: Adani Ports MD","The Adani Group plans to invest ??60,000 crore over the next decade in its airport business, excluding the ??18,000 crore already invested in the first phase of the Navi Mumbai airport. The investment will focus on infrastructure like runways, terminals, and city-side amenities, funded through internal accruals. The group aims to transform its airports into major international hubs, anticipating a significant increase in international travel. Once profitable, the airport business will be listed. With eight airports, the group aims to cater to 250-300 million passengers by 2040, up from the current 73 million across seven operational airports."
,Adani LTD,"06 Mar,2024, 12:22PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"04 Mar,2024, 08:31AM IST",,APSEZL - Operational Performance update
,Adani LTD,"01 Mar,2024, 02:27PM IST",,Notice of Postal Ballot
,Adani LTD,"28 Feb,2024, 08:00PM IST",,Change in Directorate of the Company.
,Adani LTD,"19 Feb,2024, 05:24PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"15 Feb,2024, 05:44PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"13 Feb,2024, 09:24PM IST",,Reaffirmation of credit rating by Moody''s
,Adani LTD,"13 Feb,2024, 03:05PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"11 Feb,2024, 02:36PM IST",,Media Release regarding "Adani Ports secure top position for its climate actions and environment performance."
,Adani LTD,"09 Feb,2024, 07:23PM IST",,Updates on credit rating
,Adani LTD,"09 Feb,2024, 06:33PM IST",,Intimation of Analysts /Investor Meeting
,Adani LTD,"08 Feb,2024, 05:13PM IST",,Intimation for incorporation of Step Down Subsidiary Company
,Apollo Hospitals Enterprise,"29 Apr 2024, 12:02PM IST",Apollo Hospitals share price falls 8% post stake sale and Keimed merger,"The brokerage has reduced its pharmacy target valuation from 25x to 22x, resulting in a lower SoTP by Rs 290 per share. ""Keeping the hospital multiple intact (24x) and rolling over to FY26, our revised target price is Rs 7,300 (from Rs 7,500); we maintain ‘BUY’,"" it said."
,Apollo Hospitals Enterprise,"29 Apr 2024, 09:33AM IST","Buy Apollo Hospitals Enterprise, target price Rs 7280: Motilal Oswal","Apollo Hospitals Enterprise Ltd., incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 89988.35 Crore) operating in Hospitals & Allied Services sector."
,Apollo Hospitals Enterprise,"27 Apr,2024, 06:14PM IST",,as per annexure enclosed
,Apollo Hospitals Enterprise,"27 Apr,2024, 11:57AM IST",,Reg.40(10) - PCS Certificate for Transfer / Transmission / Transposition is enclosed
,Apollo Hospitals Enterprise,"26 Apr,2024, 07:09PM IST",,"Subject: Disclosure under Regulation 30 the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - revisedPursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that a conference call for the analysts/investors is scheduled to be held on Saturday, 27th April 2024 at 1.30 p.m. regarding update on Apollo Healthco transaction.   Pl. find enclosed the details of conference call (revised) for your reference."
,Apollo Hospitals Enterprise,"26 Apr,2024, 06:13PM IST",,As per annexure enclosed
,Apollo Hospitals Enterprise,"26 Apr 2024, 06:06PM IST","Apollo Health Co signs pact to raise Rs 2,475 crore from Advent","Apollo 24/7 is valued at an enterprise value of Rs 14,478 crores. Keimed is valued at an enterprise value of Rs 8,003 crores. Following merger, Keimed shareholders would hold a maximum of 25.7% stake in the combined entity, while AHEL would continue to remain the largest controlling shareholder with at least 59.2% stake."
,Apollo Hospitals Enterprise,"26 Apr 2024, 06:06PM IST","Apollo 24|7 to raise ?2,475 crores from Advent; merges Keimed into digital arm","Apollo 24/7 is valued at an enterprise value of Rs 14,478 crores. Keimed is valued at an enterprise value of Rs 8,003 crores. Following merger, Keimed shareholders would hold a maximum of 25.7% stake in the combined entity, while AHEL would continue to remain the largest controlling shareholder with at least 59.2% stake."
,Apollo Hospitals Enterprise,"26 Apr,2024, 06:03PM IST",,As per annexure enclosed
,Apollo Hospitals Enterprise,"26 Apr,2024, 05:51PM IST",,As per annexure enclosed
,Apollo Hospitals Enterprise,"26 Apr,2024, 05:48PM IST",,As per annexure enclosed
,Apollo Hospitals Enterprise,"26 Apr 2024, 05:30AM IST",PE Advent International queues up for a stake in Apollo 24/7,"Apollo 24/7 is part of Apollo HealthCo, a subsidiary of Apollo Hospitals. HealthCo also houses the pharmacy distribution business and a 25.5% interest in Apollo Pharmacy. It accounts for about 40% of Apollo Hospitals’ revenue."
,Apollo Hospitals Enterprise,"26 Apr 2024, 05:30AM IST",PE Advent International queues up for a stake in Apollo 24/7,"Apollo 24/7 is part of Apollo HealthCo, a subsidiary of Apollo Hospitals. HealthCo also houses the pharmacy distribution business and a 25.5% interest in Apollo Pharmacy. It accounts for about 40% of Apollo Hospitals’ revenue."
,Apollo Hospitals Enterprise,"25 Apr,2024, 03:45PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"16 Apr,2024, 02:18PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"15 Apr 2024, 06:30AM IST",This small cap mutual fund gave 34% returns in three years; should you invest?,"Nippon India Small Cap Fund: This small-cap fund’s asset base continues to grow, which has led to its portfolio size ballooning to nearly 200 stocks. Despite its bulky portfolio, the fund has put in an impressive show in recent years, consistently outperforming the index and peers, while boasting superior risk metrics."
,Apollo Hospitals Enterprise,"09 Apr 2024, 03:46PM IST","Sensex, Nifty end lower after hitting record highs, snap 3-session record run","Indian indices fell from lifetime highs to end lower. Auto and FMCG stocks pressured the market. Out of the 15 Nifty sectoral indices, seven closed with cuts."
,Apollo Hospitals Enterprise,"08 Apr 2024, 09:31AM IST","Sensex surges over 500 points to fresh peak; Nifty above 22,650","Domestic benchmark indices hit new highs with Nifty leading the gains. Energy, metals, and realty sectors shine, while IT companies' performance remains crucial."
,Apollo Hospitals Enterprise,"05 Apr 2024, 09:46AM IST","Buy Apollo Hospitals Enterprise, target price Rs 6754: BNP Paribas Securities","Apollo Hospitals Enterprise Ltd., incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 92947.43 Crore) operating in Hospitals & Allied Services sector."
,Apollo Hospitals Enterprise,"04 Apr 2024, 05:52PM IST",Apollo Hospitals report finds Indians are getting cancer at lower ages than West,"The study, which is the fourth edition of its flagship Health of Nation Report, highlighted the fastest rise in cancer cases and also the average age of incidence has also gotten significantly younger in India."
,Apollo Hospitals Enterprise,"04 Apr,2024, 04:09PM IST",,"In response to the query raised by BSE on 3rd April 2024, the clarification provided by the company on corporate announcement submitted on 2nd April 2024 relating to change in directorate is enclosed"
,Apollo Hospitals Enterprise,"04 Apr,2024, 03:57PM IST",,"Certificate under Regulation 7(3) of the SEBI (LODR) Regulations, 2015 for the period 1st April 2023 to 31st March 2024 is enclosed."
,Apollo Hospitals Enterprise,"04 Apr,2024, 03:35PM IST",,Certificate under Regulation 74(5) for the period ended 31st March 2024 is enclosed
,Apollo Hospitals Enterprise,"03 Apr,2024, 04:12PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"02 Apr 2024, 05:21PM IST",Apollo Hospitals appoints Vishal Lathwal CEO for homecare business,"In his new role, Vishal Lathwal will be responsible for driving the company towards the next phase of growth. He will be tasked with cultivating relationships with key stakeholders, identifying growth opportunities, and managing financial performance, while ensuring delivery of high-quality home healthcare services."
,Apollo Hospitals Enterprise,"02 Apr,2024, 11:51AM IST",,As per annexure enclosed
,Apollo Hospitals Enterprise,"01 Apr,2024, 03:46PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"27 Mar,2024, 03:03PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"27 Mar 2024, 10:22AM IST",Ram Charan's 39th birthday today: Who is Ram Charan's wife? What's the net worth of 'India's richest celebrity couple',"Ram Charan, the renowned Telugu actor-producer, celebrates his 39th birthday today, known for his stellar performances in blockbusters like ""Magadheera."" With accolades like two Nandi Awards and three Filmfare Awards, he's a fixture on Forbes India's Celebrity 100 list. Married to Upasana Konidela, their combined net worth of Rs 2,500 crore solidifies them as India's richest celebrity couple, boasting luxury possessions and philanthropic ventures."
,Apollo Hospitals Enterprise,"26 Mar,2024, 04:41PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"26 Mar 2024, 07:37AM IST",Profit booking could weigh on Nifty,"According to analysts, profit-taking may resume until the index decisively reclaims 22,200."
,Apollo Hospitals Enterprise,"21 Mar,2024, 02:51PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"19 Mar 2024, 07:13PM IST",Apollo names Madhu Sasidhar as CEO of hospital division,"Prior to joining Apollo, Dr Madhu held various roles at Cleveland Clinic, including president of Cleveland Clinic Tradition Hospital. He is a practicing physician with US board certifications in internal medicine, as well as pulmonary and critical care medicine. He completed his medical education at JIPMER, Pondicherry, and pursued further studies in Internal Medicine at St Luke’s-Roosevelt Hospital in New York City."
,Apollo Hospitals Enterprise,"19 Mar,2024, 06:16PM IST",,As per annexure enclosed
,Apollo Hospitals Enterprise,"19 Mar,2024, 06:12PM IST",,as per annexure enclosed
,Apollo Hospitals Enterprise,"13 Mar,2024, 03:08PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"12 Mar,2024, 03:37PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"07 Mar,2024, 02:40PM IST",,Annexure enclosed
,Apollo Hospitals Enterprise,"07 Mar 2024, 09:40AM IST","Buy Apollo Hospitals Enterprise, target price Rs 7400: Motilal Oswal",Apollo Hospitals Enterprise Ltd. key Products/Revenue Segments include HealthCare Services and Other Operating Revenue for the year ending 31-Mar-2022.
,Apollo Hospitals Enterprise,"06 Mar,2024, 12:59PM IST",,Annexure enclosed
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1,Axis Bank,"29 Apr 2024, 06:30AM IST",This tax-saving ELSS fund gave 14.3% returns in five years; should you invest?,"Axis ELSS Tax Saver Fund: This fund has undergone a shift in its investing stance in recent years. The big change is in the form of a more diversified portfolio (currently around 60 stocks), against the earlier preference for a compact portfolio of around 40 stocks. This has also reduced the heavy concentration at the top end of its portfolio, with the fund diluting positions in its top bets. It has also sizeably hiked its presence in mid-cap stocks, even as it retains a large-cap tilt. Should you invest?"
2,Axis Bank,"27 Apr 2024, 01:11AM IST",Oil PSUs' output from overseas fields up a tad,"The share of India's state companies in oil and gas production from overseas fields increased to 19.9 million metric tonnes of oil equivalent (MMTOE) in 2023-24 from 19.5 MMTOE in the previous year. Production at Russia's Skahalin-1 project normalised during the financial year, after being badly affected in 2022 following the launch of the Russia-Ukraine war."
3,Axis Bank,"25 Apr,2024, 03:05PM IST",Intimation on loss of share certificate,Intimation on loss of share certificate
4,Axis Bank,"23 Apr,2024, 03:18PM IST",Intimation on loss of share certificate.,Intimation on loss of share certificate.
5,Axis Bank,"19 Apr 2024, 05:44PM IST",Hindustan Petroleum to set up a global oil trading desk,"Hindustan Petroleum Corp. Ltd (HPCL) plans to establish an international oil trading desk as part of its Visakh Refinery Modernisation Project. The move aims to modernize the refinery, increase refining capacity, and improve distillate yields. A trading desk helps companies procure crude oil from the international market on a real-time basis, helping cut import prices."
6,Axis Bank,"19 Apr 2024, 06:00AM IST",Shares of oil marketing companies look attractive: Motilal Oswal,"??“We expect marketing margins to normalise at higher levels from 2QFY25 onwards as the impact of these events subsides,” said Motilal Oswal’s analysts Abhishek Nigam and Aman Chowdhary in a client note."
7,Axis Bank,"17 Apr,2024, 01:48PM IST",Intimation on loss of share certificate,Intimation on loss of share certificate
8,Axis Bank,"16 Apr 2024, 03:34PM IST",Bharat Petroleum to lay 35-km ATF pipeline from Piyala to Noida International Airport,"The dedicated ATF pipeline will span over 34 km, and will further extend by 1.2 km within the airport premises, Noida International Airport said. ""Once operational, this pipeline will operate on a common/contract carrier basis, ensuring seamless fuel transportation to the airport,"" it said."
9,Axis Bank,"16 Apr,2024, 03:04PM IST","Certification under Regulation 40(9) and 61(4) of SEBI LODR Regulations, 2015 for FY 31.3.2024.","Certification under Regulation 40(9) and 61(4) of SEBI LODR Regulations, 2015 for FY 31.3.2024."
