Srno,Company,Timestamp,Title,Description
266,Asian Paints,"23 Mar,2024, 05:50PM IST","This is to inform you that Mrs. Pallavi Shroff (DIN: 00013580) has, today, informed the Board of Directors of the Company that she will not be able to continue for a second term of appointment as an Independent Director of the Company. The intimation in this regard is attached.","This is to inform you that Mrs. Pallavi Shroff (DIN: 00013580) has, today, informed the Board of Directors of the Company that she will not be able to continue for a second term of appointment as an Independent Director of the Company. The intimation in this regard is attached."
267,Asian Paints,"22 Mar,2024, 11:26AM IST","The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 on March 21, 2024 for Smiti Holding and Trading Company Pvt Ltd","The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 on March 21, 2024 for Smiti Holding and Trading Company Pvt Ltd"
268,Asian Paints,"22 Mar,2024, 11:15AM IST","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Upnishad Trustee Advisory Services Pvt Ltd & PACs","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Upnishad Trustee Advisory Services Pvt Ltd & PACs"
269,Asian Paints,"22 Mar,2024, 11:14AM IST","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Smiti Holding & Trading Company Pvt Ltd & PAC","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Smiti Holding & Trading Company Pvt Ltd & PAC"
270,Asian Paints,"21 Mar,2024, 08:32PM IST","Please find enclosed the intimation letter dated 19th March 2024 received from our Registrar and Share Transfer Agent - Link Intime India Private Limited (erstwhile TSR Consultants Private Limited), providing information regarding the loss of share certificate by the shareholder(s) of the Company.","Please find enclosed the intimation letter dated 19th March 2024 received from our Registrar and Share Transfer Agent - Link Intime India Private Limited (erstwhile TSR Consultants Private Limited), providing information regarding the loss of share certificate by the shareholder(s) of the Company."
271,Asian Paints,"19 Mar,2024, 07:28PM IST","This is to inform you that RA & Co., Cost Accountants, have vacated the office as the Cost Auditor of the Company effective immediately on account of the firm incurring a disqualification for continuation of appointment as the Cost Auditor.","This is to inform you that RA & Co., Cost Accountants, have vacated the office as the Cost Auditor of the Company effective immediately on account of the firm incurring a disqualification for continuation of appointment as the Cost Auditor."
272,Asian Paints,"19 Mar,2024, 04:17PM IST","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Ina Ashwin Dani & Malav Dani","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Ina Ashwin Dani & Malav Dani"
273,Asian Paints,"19 Mar,2024, 04:16PM IST","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Ina Ashwin Dani & Malav Dani","The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Ina Ashwin Dani & Malav Dani"
274,Asian Paints,"19 Mar,2024, 02:20PM IST","The Company has received an order dated 18th March 2024 from the State Tax Officer, Department of Goods and Services Tax, Government of Maharashtra. The details of the order are enclosed.","The Company has received an order dated 18th March 2024 from the State Tax Officer, Department of Goods and Services Tax, Government of Maharashtra. The details of the order are enclosed."
275,Asian Paints,"18 Mar 2024, 12:01PM IST",Technical Stock Pick: Contra buy! Asian Paints could bounce back after forming a base around 2700,"The paint stock has fallen in double digits in the last 3 months, but the price action suggests that it is forming a base around 2700 levels on weekly charts."
276,Asian Paints,"18 Mar 2024, 09:28AM IST","Sensex, Nifty trade flat as investors cautious at higher levels","Indian equity indices opened flat with select companies making gains while others faced losses. Investors are awaiting key central bank policy decisions and commentary, with various sectors experiencing fluctuations in the market."
277,Asian Paints,"16 Mar,2024, 10:49PM IST","This is with reference to our letter no. APL/SEC/32/2023-24/86 dated 13th March 2024 wherein the Company had, inter alia, informed you of the conference calls scheduled to be held on Monday, 18th March 2024. It is now informed that due to exigency on the part of the Company, the conference calls has been rescheduled as enclosed.","This is with reference to our letter no. APL/SEC/32/2023-24/86 dated 13th March 2024 wherein the Company had, inter alia, informed you of the conference calls scheduled to be held on Monday, 18th March 2024. It is now informed that due to exigency on the part of the Company, the conference calls has been rescheduled as enclosed."
278,Asian Paints,"15 Mar,2024, 10:31PM IST","Please find enclosed the intimation dated 14th March 2024 received from Link Intime India Private Limited (erstwhile TSR Consultants Private Limited), Registrar and Share Transfer Agent, providing information regarding issue of duplicate share certificates in favour of shareholder(s) of the Company.","Please find enclosed the intimation dated 14th March 2024 received from Link Intime India Private Limited (erstwhile TSR Consultants Private Limited), Registrar and Share Transfer Agent, providing information regarding issue of duplicate share certificates in favour of shareholder(s) of the Company."
279,Asian Paints,"15 Mar,2024, 10:26PM IST","Please find enclosed the intimation letter dated 15th March 2024 received from our Registrar and Share Transfer Agent - Link Intime India Private Limited (erstwhile TSR Consultants Private Limited), providing information regarding the loss of share certificate by the shareholder(s) of the Company.","Please find enclosed the intimation letter dated 15th March 2024 received from our Registrar and Share Transfer Agent - Link Intime India Private Limited (erstwhile TSR Consultants Private Limited), providing information regarding the loss of share certificate by the shareholder(s) of the Company."
280,Asian Paints,"15 Mar,2024, 08:33PM IST","This is to inform you that as per the "" Asian Paints Limited - Code of Conduct to Regulate, Monitor and Report Trading by Designated Persons"" (Code of Conduct), the trading window of the Company will be closed from Friday, 22nd March 2024 to Monday, 13th May 2024 (both days inclusive) for declaration of audited standalone and consolidated financial results of the Company for the quarter and financial year ending 31st March 2024.The same is being informed to the designated persons in accordance with the Code of Conduct.","This is to inform you that as per the "" Asian Paints Limited - Code of Conduct to Regulate, Monitor and Report Trading by Designated Persons"" (Code of Conduct), the trading window of the Company will be closed from Friday, 22nd March 2024 to Monday, 13th May 2024 (both days inclusive) for declaration of audited standalone and consolidated financial results of the Company for the quarter and financial year ending 31st March 2024.The same is being informed to the designated persons in accordance with the Code of Conduct."
281,Bajaj Finance,"29 Apr 2024, 07:11PM IST",Mcap of BSE-listed companies soar to all-time high of Rs 406.52 lakh cr,??he market capitalisation of BSE-listed companies soared to an all-time high of Rs 406.52 lakh crore on Monday thanks to a rally in equities where the BSE Sensex climbed over 1 per cent.
282,Bajaj Finance,"28 Apr 2024, 03:23PM IST",Ahead of Market: 10 things that will decide stock action on Monday,"Domestic benchmark equity indices experienced a decline on Friday, primarily due to weakness in the financial sector. However, these losses did not overshadow the weekly gains, which were fueled by a post-results rally in key index constituents and reduced concerns regarding the Middle East."
283,Bajaj Finance,"27 Apr 2024, 10:49AM IST","Block deals worth over Rs 12,045 crore this week. Kotak Bank, Vodafone Idea among stocks with major action","In the large cap segment, 15 companies witnessed significant block deals on the screen which were worth Rs 6,046 crore led by Kotak Mahindra Bank with 29 block counts, totalling to Rs 1,310 crore."
284,Bajaj Finance,"27 Apr 2024, 07:35AM IST","Bajaj Finserv Q4 net profit increases 20% to Rs 2,119 crore","Bajaj Finance on Thursday reported a 21% increase in net profit for the quarter to ??3,825 crore. Net total income increased 25% to ??9,714 crore, up from ??7,775 crore a year ago. Assets under management expanded to ??3,30,000 crore from ??2,47,000 crore during this period."
285,Bajaj Finance,"27 Apr 2024, 07:27AM IST",Bajaj Finance's margin pressures make brokerages bearish,"The average analyst price targets on Bajaj Finance after the fourth quarter results stood at ??8,477 implying an upside of 20.6% over Friday's closing."
286,Bajaj Finance,"26 Apr 2024, 05:06PM IST",Share market update: Most active stocks of the day in terms of traded value,The NSE Nifty index closed 150.4 points down at 22419.95
287,Bajaj Finance,"26 Apr 2024, 03:55PM IST","Bajaj Finance outlook reverses market trend, drags Sensex 609 points down after 5-day win run","The 30-share BSE benchmark Sensex declined 609 points or 0.82% to settle at 73,730. The broader NSE Nifty dropped 150 points or 0.67% to end at 22,420. The market breadth was, however, skewed in the favour of the bulls. About 1,996 stocks gained, 1,784 declined, and 133 remained unchanged on the BSE."
288,Bajaj Finance,"26 Apr 2024, 02:10PM IST","Bajaj Finserv Q4 Results: PAT jumps 20% YoY to Rs 2,119 crore","Bajaj Finserv Q4 Results: Consolidated total income for the March quarter stood at Rs 32,042 crore as against Rs 23,625 crore a year-ago, an upside of 36% YoY."
289,Bajaj Finance,"26 Apr 2024, 10:39AM IST",Share market update: Most active stocks of the day in terms of total traded value,The NSE Nifty index was trading 53.15 points down at 22517.2
290,Bajaj Finance,"26 Apr 2024, 10:25AM IST","Bajaj Finance shares fall 7% after Q4 results. Should you buy, sell or hold?","Bajaj Finance shares dropped on BSE as investors reacted negatively to Q4 results. Motilal Oswal downgrades the stock to neutral rating citing weak FY25 guidance. Concerns include new product segments like cars, tractors, CVs, and potentially MFI."
291,Bajaj Finance,"26 Apr 2024, 09:36AM IST","Hot Stocks: Brokerages view on Nestle India, Bajaj Finance & ACC; Goldman raises Zomato target price","Brokerage firm Goldman Sachs maintained a buy rating on Zomato, CLSA maintained an underperform rating on ACC, Goldman Sachs recommended a neutral rating on Nestle India and JPMorgan has an underweight rating on Tech Mahindra."
292,Bajaj Finance,"26 Apr 2024, 09:31AM IST","Sensex, Nifty set to rise for 6th session in a row led by gains in Tech Mahindra","Indian benchmark indices rose led by various sectors and specific stocks. Sensex and Nifty50 gained momentum, with positive outlooks from experts and global markets. Tech Mahindra showed significant growth post Q4 profits rise."
293,Bajaj Finance,"26 Apr 2024, 09:15AM IST","Neutral on Bajaj Finance, target price Rs 7800: Motilal Oswal","Bajaj Finance Ltd. key Products/Revenue Segments include Interest, Fees & Commission Income, Other Operating Revenue, Income From Sale Of Share & Securities and Service Charges for the year ending 31-Mar-2023."
294,Bajaj Finance,"26 Apr 2024, 06:00AM IST","Stocks in news: Bajaj Finance, Vedanta, Tech Mahindra, ICICI Sec, SBI Card, SBI Life","Metal major Vedanta on Thursday reported a net profit of Rs 1,369 crore for the March-ended quarter, down over 27% (YoY) compared to Rs 1,881 crore reported in the year-ago period. Consolidated revenue from operations for the quarter stood at Rs 34,937 crore, down 6% YoY over Rs 37,225 reported by the company in Q4FY23."
295,Bajaj Finance,"25 Apr,2024, 09:53PM IST","Intimation of grant of options pursuant to Employee Stock Option Scheme, 2009","Intimation of grant of options pursuant to Employee Stock Option Scheme, 2009"
296,Bajaj Finance,"25 Apr,2024, 09:47PM IST",The audio recording of the conference call has beenhosted on the website of the Company and is available at 'QUARTERLY EARNINGS CALL' drop down https://www.aboutbajajfinserv.com/finance-investor-relations-quarterly-earnings-call,The audio recording of the conference call has beenhosted on the website of the Company and is available at 'QUARTERLY EARNINGS CALL' drop down https://www.aboutbajajfinserv.com/finance-investor-relations-quarterly-earnings-call
297,Bajaj Finance,"25 Apr 2024, 09:21PM IST",Ahead of Market: 10 things that will decide D-Street action on Friday,"Sensex on Thursday surged 487 points to settle at 74,339. NSE Nifty advanced 168 points to close at 22,570. Nifty formed a bullish engulfing candle following a series of small candles"
298,Bajaj Finance,"25 Apr,2024, 08:27PM IST","This is to inform you that our Subsidiary, BHFL has made an intimation to BSE Limited on April 24, 2024, the contents whereof are self explanatory.","This is to inform you that our Subsidiary, BHFL has made an intimation to BSE Limited on April 24, 2024, the contents whereof are self explanatory."
299,Bajaj Finance,"25 Apr,2024, 08:21PM IST",Monitoring Agency Report for the quarter ended 31 March 2024 in relation to the Preferential Issue of Bajaj Finance Limited.,Monitoring Agency Report for the quarter ended 31 March 2024 in relation to the Preferential Issue of Bajaj Finance Limited.
300,Bajaj Finance,"25 Apr,2024, 07:51PM IST","Annual General Meeting of the Company will be held on Tuesday, 23 July 2024. Further details will be provided in due course.","Annual General Meeting of the Company will be held on Tuesday, 23 July 2024. Further details will be provided in due course."
301,Bajaj Finance,"25 Apr,2024, 07:45PM IST","Pursuant to Regulation 42 of the SEBI Listing Regulations, the Record date for the purpose of determining the members eligible to receive the dividend for the financial year ended 31 March 2024, has been fixed as 21 June 2024","Pursuant to Regulation 42 of the SEBI Listing Regulations, the Record date for the purpose of determining the members eligible to receive the dividend for the financial year ended 31 March 2024, has been fixed as 21 June 2024"
302,Bajaj Finance,"25 Apr 2024, 07:39PM IST",Mcap of BSE-listed cos at record peak of Rs 404 lk cr,"The market capitalisation of BSE-listed companies jumped to a lifetime peak of Rs 404.18 lakh crore on Thursday helped by a five-day rally in benchmark indices, making investors richer by Rs 11.29 lakh crore."
303,Bajaj Finance,"25 Apr,2024, 07:28PM IST",Update on Board meeting,Update on Board meeting
304,Bajaj Finance,"25 Apr,2024, 07:23PM IST","Statement of deviation or variation in respect of utilization of funds raised through preferential issue of warrants to Bajaj Finserv Limited, promoter and holding company.","Statement of deviation or variation in respect of utilization of funds raised through preferential issue of warrants to Bajaj Finserv Limited, promoter and holding company."
305,Bajaj Finance,"25 Apr,2024, 06:40PM IST","A dividend of Rs. 36 per share (1800%) of the face value of Rs. 2 each on equity shares of the Company has been recommended by the Board of Directors for the Financial Year ended 31 March 2024. The said dividend, by the Shareholders at the ensuing Annual General Meeting, will be credited/ dispatched on or about 26 July 2024 or 27 July 2024.","A dividend of Rs. 36 per share (1800%) of the face value of Rs. 2 each on equity shares of the Company has been recommended by the Board of Directors for the Financial Year ended 31 March 2024. The said dividend, by the Shareholders at the ensuing Annual General Meeting, will be credited/ dispatched on or about 26 July 2024 or 27 July 2024."
306,Bajaj Finance,"25 Apr,2024, 06:22PM IST",Audited standalone and consolidated financial results for the quarter and year ended 31 March 2024,Audited standalone and consolidated financial results for the quarter and year ended 31 March 2024
307,Bajaj Finance,"25 Apr,2024, 06:17PM IST",Investor Presentation for the quarter ended 31 March 2024,Investor Presentation for the quarter ended 31 March 2024
308,Bajaj Finance,"25 Apr,2024, 06:13PM IST",Change in Senior Management Personnel,Change in Senior Management Personnel
309,Bajaj Finance,"25 Apr,2024, 06:11PM IST","The Board recommended for approval of Members and in accordance with policy for appointment of Auditors, the appointment of Price Waterhouse LLP and Kirtane & Pandit LLP, Chartered Accountants as Joint Statutory Auditors.","The Board recommended for approval of Members and in accordance with policy for appointment of Auditors, the appointment of Price Waterhouse LLP and Kirtane & Pandit LLP, Chartered Accountants as Joint Statutory Auditors."
310,Bajaj Finance,"25 Apr,2024, 06:07PM IST","The Board of Directors, based on the recommendation of the Nomination and Remuneration Committee, has recommended to the Shareholders, the appointment of Shri Tarun Bajaj as an Independent Director of the Company for a period of 5 years, commencing from 1 August 2024","The Board of Directors, based on the recommendation of the Nomination and Remuneration Committee, has recommended to the Shareholders, the appointment of Shri Tarun Bajaj as an Independent Director of the Company for a period of 5 years, commencing from 1 August 2024"
311,Bajaj Finance,"25 Apr,2024, 05:55PM IST","A dividend of Rs. 36 per share (1800%) of the face value of Rs. 2 each on equity shares of the Company has been recommended by the Board of Directors for the Financial Year ended 31 March 2024. The said dividend, if declared, by the shareholders at the ensuing annual general meeting, will be credited/dispatched on or about 26 July 2024 or 27 July 2024","A dividend of Rs. 36 per share (1800%) of the face value of Rs. 2 each on equity shares of the Company has been recommended by the Board of Directors for the Financial Year ended 31 March 2024. The said dividend, if declared, by the shareholders at the ensuing annual general meeting, will be credited/dispatched on or about 26 July 2024 or 27 July 2024"
312,Bajaj Finance,"25 Apr 2024, 05:38PM IST","Bajaj Finance Q4 Results: PAT jumps 21% YoY to Rs 3,824 crore; dividend declared at Rs 36","The NBFC had reported PAT at Rs 3,157.79 crore in the year-ago period. Revenue from operations for the quarter stood at Rs 14,926 crore, up 31% YoY. The interest income in the January-March period stood at Rs 13,230.08 crore versus Rs 9,845.98 crore reported in the year-ago period. It was a 34% YoY jump."
313,Bajaj Finance,"25 Apr,2024, 05:32PM IST",The Board Meeting today commenced at 4:30 p.m. and recommendation of dividend and consideration of financial results for the quarter and year ended 31 March 2024 was approved at 5:15 p.m. The proceedings of the Board Meeting are in progress at the time of filing of this disclosure.,The Board Meeting today commenced at 4:30 p.m. and recommendation of dividend and consideration of financial results for the quarter and year ended 31 March 2024 was approved at 5:15 p.m. The proceedings of the Board Meeting are in progress at the time of filing of this disclosure.
314,Bajaj Finance,"25 Apr 2024, 01:43PM IST",Bajaj Finance Q4 results today: Stock drops 3% ahead of announcement,"Net profit for the forth quarter is likely to rise to 22% year-on-year (YoY), while net interest income (NII) for the same period is seen growing up to 30% year-on-year."
315,Bajaj Finance,"25 Apr 2024, 01:30PM IST",Kotak Mahindra Bank is the latest student in RBI's classroom,"The Reserve Bank of India's increased scrutiny on Kotak Mahindra Bank has resulted in a temporary halt on acquiring new customers through online and mobile banking channels and issuing fresh credit cards, causing a significant drop in the stock price of the private sector lender. However, the RBI has been taking incremental actions on financial institutions in recent years. Check the list."
316,Bajaj Finance,"25 Apr 2024, 10:06AM IST","Q4 results today: Bajaj Finance, Nestle, Tech Mahindra among 44 companies to announce earnings","44 companies, including Nifty50 components like Bajaj Finance, Nestle, and Tech Mahindra, will reveal their earnings. Bajaj Finance may see a 22% rise in net profit, while Nestle expects a 17% profit jump, and Tech Mahindra anticipates a challenging quarter ahead."
317,Bajaj Finance,"25 Apr 2024, 06:16AM IST",GIFT Nifty down 50 points; here's the trading setup for today's session,"""Despite the bulls maintaining their upward trajectory for the fourth consecutive session, there's a noticeable lack of momentum,"" said Rajesh Bhosale, Technical Analyst, Angel One."
318,Bajaj Finance,"25 Apr 2024, 06:11AM IST","Stocks in news: Bajaj Finance, Nestle, Tech Mahindra, IndusInd Bank, Axis Bank, HUL, Kotak Bank","Shares of Bajaj Finance, Nestle, Tech Mahindra and IndusInd Bank will be in focus as the companies will announce their quarterly results later in the day."
319,Bajaj Finance,"24 Apr 2024, 07:22PM IST",A simple guide to getting a new bike with a Bajaj Finserv Two-wheeler Loan,"A comprehensive guide to securing a new bike through a Bajaj Finserv Two-wheeler Loan. Explore various bike segments, brands, pricing, and loan procedures for a seamless ownership experience."
320,Bajaj Finance,"24 Apr 2024, 05:45PM IST",Four-day market rally makes investors richer by Rs 8.48 lakh cr,Investors' wealth surged Rs 8.48 lakh crore in four days of market rally where the BSE benchmark has climbed nearly 2 per cent amid firm global trends.
321,Dr Reddy Laboratories,"29 Apr 2024, 06:45PM IST",Nestle India to focus on driving volume growth going forward: CMD Suresh Narayanan,"Nestle India is also looking to increase its total touchpoints to 60 lakh across the country in the next 4-5 years, up from 51 lakh at present, Narayanan said while speaking to reporters here. ""The future of consumer goods companies will rest on their capability to penetrate more households, with more products for more occasions and usage,"" he said, while stressing on the need to shore up volume."
322,Dr Reddy Laboratories,"27 Apr 2024, 11:35PM IST","Dr Reddy’s, Sun, Cipla and Biocon look to recreate Ozempic magic in India","Doctors say patients come with specific queries regarding weight-loss drugs, which have become both the first preference and the last resort for some. “I would rather go for these short cuts that the pharma industry offers than go under the knife for my appearance,” says Rajput. The drugs — Wegovy and Ozempic — which have the same ingredient, semaglutide, are all the rage ever since entrepreneur Elon Musk tweeted about it."
323,Dr Reddy Laboratories,"25 Apr 2024, 02:32PM IST","Nestle, Dr Reddy's to form JV to market nutraceutical brands in India",Nestle India and Dr. Reddy’s form a joint venture to introduce new nutraceutical brands in India. The collaboration merges health solutions and commercial capabilities to enhance consumer access and affordability.
324,Dr Reddy Laboratories,"25 Apr 2024, 02:32PM IST","Nestle, Dr Reddy's to form JV to market nutraceutical brands in India",Nestle India and Dr. Reddy’s form a joint venture to introduce new nutraceutical brands in India. The collaboration merges health solutions and commercial capabilities to enhance consumer access and affordability.
325,Dr Reddy Laboratories,"25 Apr,2024, 12:38PM IST",Intimation under Regulation 30,Intimation under Regulation 30
326,Dr Reddy Laboratories,"25 Apr,2024, 12:34PM IST",Press Release,Press Release
327,Dr Reddy Laboratories,"25 Apr,2024, 12:27PM IST",Intimation under Regulation 30,Intimation under Regulation 30
328,Dr Reddy Laboratories,"24 Apr 2024, 06:01AM IST","Stocks in news: HUL, LTIMindtree, Indian Hotels, Axis Bank, Tata Consumer, Cyient DLM",FMCG company Tata Consumer Products reported 19% fall in its consolidated net profit at Rs 216 crore for the quarter ended March 2024.
329,Dr Reddy Laboratories,"23 Apr 2024, 10:14PM IST",Dr Reddy's recalls six lots of drug in US due to subpotency,"Dr Reddy's Laboratories on Tuesday said it is voluntarily recalling from the US market six lots of medication, indicated to reduce blood phenylalanine (Phe) levels, on account of being subpotent. The company is recalling affected lots of Sapropterin Dihydrochloride Powder for Oral Solution 100 mg to the consumer level due to powder discolouration in some packets leading to decreased potency, the Hyderabad-based drug maker said in a regulatory filing."
330,Dr Reddy Laboratories,"23 Apr,2024, 08:31PM IST",Press Release,Press Release
331,Dr Reddy Laboratories,"20 Apr,2024, 09:21PM IST","Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015","Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015"
332,Dr Reddy Laboratories,"19 Apr,2024, 05:10PM IST","Certiifcate under Regulation 40(10) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 for the year ended March 31, 2024","Certiifcate under Regulation 40(10) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 for the year ended March 31, 2024"
333,Dr Reddy Laboratories,"19 Apr,2024, 03:39PM IST",Press Release,Press Release
334,Dr Reddy Laboratories,"19 Apr,2024, 11:08AM IST",Earnings call notification for Q4 FY 2024- Revised,Earnings call notification for Q4 FY 2024- Revised
335,Dr Reddy Laboratories,"19 Apr 2024, 12:19AM IST",Middle East crisis escalation may hurt pharma exports,"While exports have not been affected so far, the next few days are crucial because, if there is serious escalation in the conflict, it could impact the whole Middle East and North Africa (MENA) region. Many Indian pharma companies have a significant presence in the region."
336,Dr Reddy Laboratories,"18 Apr,2024, 06:15PM IST","Disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015","Disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015"
337,Dr Reddy Laboratories,"18 Apr,2024, 03:36PM IST",Earnings Call notification for Q4 FY 2024,Earnings Call notification for Q4 FY 2024
338,Dr Reddy Laboratories,"18 Apr,2024, 03:19PM IST",Initimation on Loss of Share certificate,Initimation on Loss of Share certificate
339,Dr Reddy Laboratories,"13 Apr,2024, 06:36PM IST","Disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015","Disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015"
340,Dr Reddy Laboratories,"13 Apr 2024, 03:56PM IST","Global volatility, domestic solutions: 6 largecap stocks from different sectors with upside potential up to 47%","There are two things which have rattled the global markets. First is the confusion on how to interpret the statement/ data/minutes of the meeting of the US Fed. There is no clarity after the recent inflation number on how things will pan out. Second which has come after some gap is the geopolitical tensions, the development of possible war between Iran and Israel. This means disruption in trade as it is in an area which is logistically important and second, it will have an impact on crude oil prices, which means that inflation in the US may become more sticky. So, this time the probability of geopolitical tensions leading to higher disruption for the global economy and hence for the equity market is high. The next logical question is how to deal with it. The answer lies in history, whether it is geopolitical tension or interest rate cycle getting unexpected disruptions, they keep happening. What one has to focus on is stock selection and owning good business and volatility whether global or domestic is taken care of."
341,Dr Reddy Laboratories,"12 Apr,2024, 03:07PM IST",Copies of newspaper publication - Loss of share certificates,Copies of newspaper publication - Loss of share certificates
342,Dr Reddy Laboratories,"12 Apr 2024, 06:00AM IST","Stocks in news: Bharti Hexacom, NTPC, TCS, Dr Reddy's, Trident","The shares of Bharti Hexacom will debut on the exchanges on Friday. Based on the GMP trends, the stock is expected to see a healthy listing of around 12-15%."
343,Dr Reddy Laboratories,"10 Apr 2024, 06:46PM IST",Dr Reddy's launches migraine management device in Europe,"The launch marks the company's entry into digital therapeutics in Europe, the Hyderabad-based drug major said in a statement. Nerivio is approved by the US Food and Drug Administration (USFDA), and is CE-mark certified in Europe. Dr Reddy's launched Nerivio in India last year."
344,Dr Reddy Laboratories,"10 Apr,2024, 04:01PM IST",Press Release,Press Release
345,Dr Reddy Laboratories,"08 Apr,2024, 05:39PM IST","Compliance certificate for the period ended March 31, 2024","Compliance certificate for the period ended March 31, 2024"
346,Dr Reddy Laboratories,"07 Apr 2024, 11:20AM IST",Sanofi looks for accelerated growth in India; plans fast-tracking of product pipeline,"Sanofi, a leading French pharmaceutical company, aims to expand its presence in the Indian market by introducing new drugs, enhancing localization efforts, and collaborating with domestic firms. Managing Director Rodolfo Hrosz highlights the significant growth potential in India and emphasizes the company's focus on addressing the diabetes segment."
347,Dr Reddy Laboratories,"05 Apr,2024, 05:13PM IST",Press Release,Press Release
348,Dr Reddy Laboratories,"03 Apr,2024, 12:35PM IST","Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018","Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018"
349,Dr Reddy Laboratories,"27 Mar 2024, 06:28PM IST","Dr Reddy's to promote, distribute Sanofi vaccine brands in India",The announcement comes a day after Sanofi Healthcare India announced a separate partnership with Cipla to boost access to Sanofi's central nervous system medications across India.
350,Dr Reddy Laboratories,"27 Mar,2024, 03:38PM IST","Disclosure under Regulation 30 of SEBI (Listing Obligations & Disclosure Requirements) Regulations, 2015","Disclosure under Regulation 30 of SEBI (Listing Obligations & Disclosure Requirements) Regulations, 2015"
351,Dr Reddy Laboratories,"26 Mar,2024, 08:20PM IST",Loss of Share Certificates,Loss of Share Certificates
352,Dr Reddy Laboratories,"22 Mar 2024, 05:21PM IST",Dr Reddy's enters licensing pact to market Pharmazz novel therapy Centhaquine in India,"Dr. Reddy’s collaborates with Pharmazz to introduce Centhaquine as Lyfaquin in India, aiming to improve hypovolemic shock treatment. The partnership includes marketing rights for Nepal and addresses the high mortality rate in traumatic haemorrhages."
353,Dr Reddy Laboratories,"22 Mar,2024, 04:06PM IST","The trading window for dealing in the securities of the Company will be closed from March 25, 2024 to May 9, 2024 (both days inclusive)","The trading window for dealing in the securities of the Company will be closed from March 25, 2024 to May 9, 2024 (both days inclusive)"
354,Dr Reddy Laboratories,"22 Mar,2024, 04:02PM IST","DR.REDDY''s LABORATORIES LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 07/05/2024 ,inter alia, to consider and approve Audited Standalone and Consolidated Financial Results of the Company for the quarter and financial year ending on March 31, 2024, and to recommend dividend, If any, for the financial year 2023-24.","DR.REDDY''s LABORATORIES LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 07/05/2024 ,inter alia, to consider and approve Audited Standalone and Consolidated Financial Results of the Company for the quarter and financial year ending on March 31, 2024, and to recommend dividend, If any, for the financial year 2023-24."
355,Dr Reddy Laboratories,"22 Mar,2024, 03:32PM IST",Press Release,Press Release
356,Dr Reddy Laboratories,"19 Mar,2024, 12:01PM IST",Press Release,Press Release
357,Dr Reddy Laboratories,"15 Mar,2024, 05:20PM IST",Loss of Share certificate(s),Loss of Share certificate(s)
358,Dr Reddy Laboratories,"15 Mar 2024, 01:53PM IST",Olectra Greentech shares plunge 6% after promoter's name appears on electoral bond list,Olectra Greentech's shares declined by 6% as MEIL Holdings acquired electoral bonds worth Rs 966 crore. The company's revenue showed sequential growth.
359,Dr Reddy Laboratories,"15 Mar,2024, 09:04AM IST",Allotment of equity shares under ESOP schemes of the Company,Allotment of equity shares under ESOP schemes of the Company
360,Dr Reddy Laboratories,"14 Mar,2024, 06:27PM IST","Intimation under Regulation 30 of SEBI (Listing Obligation and Disclosure Requirements) Regulations, 2015","Intimation under Regulation 30 of SEBI (Listing Obligation and Disclosure Requirements) Regulations, 2015"
361,HDFC Bank,"29 Apr,2024, 08:49PM IST",Allotment of Equity Shares under ESOP,Allotment of Equity Shares under ESOP
